disease_group,disease,year,count
Zoonoses,Brucellosis,2024,23
Zoonoses,Brucellosis,2023,33
Zoonoses,Brucellosis,2022,16
Zoonoses,Brucellosis,2021,16
Zoonoses,Brucellosis,2020,19
Zoonoses,Brucellosis,2019,9
Zoonoses,Brucellosis,2018,28
Zoonoses,Brucellosis,2017,19
Zoonoses,Brucellosis,2016,18
Zoonoses,Brucellosis,2015,20
Zoonoses,Brucellosis,2014,17
Zoonoses,Brucellosis,2013,14
Zoonoses,Brucellosis,2012,31
Zoonoses,Brucellosis,2011,37
Zoonoses,Brucellosis,2010,21
Zoonoses,Brucellosis,2009,32
Zoonoses,Brucellosis,2008,46
Zoonoses,Brucellosis,2007,37
Zoonoses,Brucellosis,2006,50
Zoonoses,Brucellosis,2005,41
Zoonoses,Brucellosis,2004,38
Zoonoses,Brucellosis,2003,20
Zoonoses,Brucellosis,2002,39
Zoonoses,Brucellosis,2001,20
Zoonoses,Brucellosis,2000,28
Zoonoses,Brucellosis,1999,54
Zoonoses,Brucellosis,1998,41
Zoonoses,Brucellosis,1997,37
Zoonoses,Brucellosis,1996,40
Zoonoses,Brucellosis,1995,25
Zoonoses,Brucellosis,1994,37
Zoonoses,Brucellosis,1993,16
Zoonoses,Brucellosis,1992,30
Zoonoses,Brucellosis,1991,26
Zoonoses,Leptospirosis,2026,9
Zoonoses,Leptospirosis,2025,126
Zoonoses,Leptospirosis,2024,139
Zoonoses,Leptospirosis,2023,141
Zoonoses,Leptospirosis,2022,208
Zoonoses,Leptospirosis,2021,251
Zoonoses,Leptospirosis,2020,86
Zoonoses,Leptospirosis,2019,81
Zoonoses,Leptospirosis,2018,143
Zoonoses,Leptospirosis,2017,144
Zoonoses,Leptospirosis,2016,130
Zoonoses,Leptospirosis,2015,72
Zoonoses,Leptospirosis,2014,83
Zoonoses,Leptospirosis,2013,85
Zoonoses,Leptospirosis,2012,105
Zoonoses,Leptospirosis,2011,214
Zoonoses,Leptospirosis,2010,133
Zoonoses,Leptospirosis,2009,141
Zoonoses,Leptospirosis,2008,111
Zoonoses,Leptospirosis,2007,108
Zoonoses,Leptospirosis,2006,144
Zoonoses,Leptospirosis,2005,129
Zoonoses,Leptospirosis,2004,177
Zoonoses,Leptospirosis,2003,128
Zoonoses,Leptospirosis,2002,160
Zoonoses,Leptospirosis,2001,244
Zoonoses,Leptospirosis,2000,244
Zoonoses,Leptospirosis,1999,319
Zoonoses,Leptospirosis,1998,191
Zoonoses,Leptospirosis,1997,110
Zoonoses,Leptospirosis,1996,205
Zoonoses,Leptospirosis,1995,136
Zoonoses,Leptospirosis,1994,113
Zoonoses,Leptospirosis,1993,153
Zoonoses,Leptospirosis,1992,150
Zoonoses,Leptospirosis,1991,172
Zoonoses,Mpox,2026,12
Zoonoses,Mpox,2025,228
Zoonoses,Mpox,2024,1409
Zoonoses,Mpox,2023,26
Zoonoses,Mpox,2022,144
Zoonoses,Mpox,2021,0
Zoonoses,Mpox,2020,0
Zoonoses,Mpox,2019,0
Zoonoses,Mpox,2018,0
Zoonoses,Mpox,2017,0
Zoonoses,Mpox,2016,0
Zoonoses,Mpox,2015,0
Zoonoses,Mpox,2014,0
Zoonoses,Mpox,2013,0
Zoonoses,Mpox,2012,0
Zoonoses,Mpox,2011,0
Zoonoses,Mpox,2010,0
Zoonoses,Mpox,2009,0
Zoonoses,Mpox,2008,0
Zoonoses,Mpox,2007,0
Zoonoses,Mpox,2006,0
Zoonoses,Mpox,2005,0
Zoonoses,Mpox,2004,0
Zoonoses,Mpox,2003,0
Zoonoses,Mpox,2002,0
Zoonoses,Mpox,2001,0
Zoonoses,Mpox,2000,0
Zoonoses,Mpox,1999,0
Zoonoses,Mpox,1998,0
Zoonoses,Mpox,1997,0
Zoonoses,Mpox,1996,0
Zoonoses,Mpox,1995,0
Zoonoses,Mpox,1994,0
Zoonoses,Mpox,1993,0
Zoonoses,Mpox,1992,0
Zoonoses,Mpox,1991,0
Zoonoses,Ornithosis,2026,1
Zoonoses,Ornithosis,2025,36
Zoonoses,Ornithosis,2024,25
Zoonoses,Ornithosis,2023,40
Zoonoses,Ornithosis,2022,44
Zoonoses,Ornithosis,2021,39
Zoonoses,Ornithosis,2020,65
Zoonoses,Ornithosis,2019,23
Zoonoses,Ornithosis,2018,9
Zoonoses,Ornithosis,2017,21
Zoonoses,Ornithosis,2016,24
Zoonoses,Ornithosis,2015,16
Zoonoses,Ornithosis,2014,41
Zoonoses,Ornithosis,2013,47
Zoonoses,Ornithosis,2012,76
Zoonoses,Ornithosis,2011,89
Zoonoses,Ornithosis,2010,58
Zoonoses,Ornithosis,2009,63
Zoonoses,Ornithosis,2008,102
Zoonoses,Ornithosis,2007,93
Zoonoses,Ornithosis,2006,165
Zoonoses,Ornithosis,2005,165
Zoonoses,Ornithosis,2004,239
Zoonoses,Ornithosis,2003,199
Zoonoses,Ornithosis,2002,214
Zoonoses,Ornithosis,2001,135
Zoonoses,Ornithosis,2000,103
Zoonoses,Ornithosis,1999,82
Zoonoses,Ornithosis,1998,55
Zoonoses,Ornithosis,1997,38
Zoonoses,Ornithosis,1996,88
Zoonoses,Ornithosis,1995,170
Zoonoses,Ornithosis,1994,100
Zoonoses,Ornithosis,1993,79
Zoonoses,Ornithosis,1992,110
Zoonoses,Ornithosis,1991,142
Zoonoses,Q fever,2026,56
Zoonoses,Q fever,2025,912
Zoonoses,Q fever,2024,881
Zoonoses,Q fever,2023,559
Zoonoses,Q fever,2022,480
Zoonoses,Q fever,2021,547
Zoonoses,Q fever,2020,455
Zoonoses,Q fever,2019,570
Zoonoses,Q fever,2018,516
Zoonoses,Q fever,2017,477
Zoonoses,Q fever,2016,559
Zoonoses,Q fever,2015,605
Zoonoses,Q fever,2014,474
Zoonoses,Q fever,2013,491
Zoonoses,Q fever,2012,371
Zoonoses,Q fever,2011,361
Zoonoses,Q fever,2010,339
Zoonoses,Q fever,2009,317
Zoonoses,Q fever,2008,388
Zoonoses,Q fever,2007,447
Zoonoses,Q fever,2006,410
Zoonoses,Q fever,2005,350
Zoonoses,Q fever,2004,463
Zoonoses,Q fever,2003,548
Zoonoses,Q fever,2002,794
Zoonoses,Q fever,2001,680
Zoonoses,Q fever,2000,568
Zoonoses,Q fever,1999,515
Zoonoses,Q fever,1998,548
Zoonoses,Q fever,1997,538
Zoonoses,Q fever,1996,541
Zoonoses,Q fever,1995,449
Zoonoses,Q fever,1994,666
Zoonoses,Q fever,1993,868
Zoonoses,Q fever,1992,557
Zoonoses,Q fever,1991,512
Zoonoses,Tularaemia,2026,0
Zoonoses,Tularaemia,2025,0
Zoonoses,Tularaemia,2024,0
Zoonoses,Tularaemia,2023,0
Zoonoses,Tularaemia,2022,0
Zoonoses,Tularaemia,2021,0
Zoonoses,Tularaemia,2020,2
Zoonoses,Tularaemia,2019,0
Zoonoses,Tularaemia,2018,0
Zoonoses,Tularaemia,2017,0
Zoonoses,Tularaemia,2016,0
Zoonoses,Tularaemia,2015,0
Zoonoses,Tularaemia,2014,0
Zoonoses,Tularaemia,2013,0
Zoonoses,Tularaemia,2012,0
Zoonoses,Tularaemia,2011,2
Zoonoses,Tularaemia,2010,0
Zoonoses,Tularaemia,2009,0
Zoonoses,Tularaemia,2008,0
Zoonoses,Tularaemia,2007,0
Zoonoses,Tularaemia,2006,0
Zoonoses,Tularaemia,2005,0
Zoonoses,Tularaemia,2004,0
Zoonoses,Tularaemia,2003,0
Zoonoses,Tularaemia,2002,0
Zoonoses,Tularaemia,2001,0
Zoonoses,Tularaemia,2000,0
Zoonoses,Tularaemia,1999,0
Zoonoses,Tularaemia,1998,0
Zoonoses,Tularaemia,1997,0
Zoonoses,Tularaemia,1996,0
Zoonoses,Tularaemia,1995,0
Zoonoses,Tularaemia,1994,0
Zoonoses,Tularaemia,1993,0
Zoonoses,Tularaemia,1992,0
Zoonoses,Tularaemia,1991,0
